-0.6122487783,-0.41788131,-0.473677367,-0.4561161101,-0.2802780569,-0.4443046749,-0.2381492257,-0.6403619051,6.492,-2.844
-0.6124795079,-0.4174906909,-0.4738407731,-0.4558702111,-0.2714069188,-0.4419072866,-0.2380125821,-0.6407572031,6.492,-2.844
-0.6125591397,-0.4176010787,-0.4732756019,-0.4562550783,-0.2627130151,-0.4415559173,-0.2379608154,-0.6377849579,6.492,-2.844
-0.6128745079,-0.4159146547,-0.4732105136,-0.4559911489,-0.2529306412,-0.4458034039,-0.2379314899,-0.6388622522,6.492,-2.844
-0.6131885052,-0.4160847068,-0.4736504257,-0.456020534,-0.2439959943,-0.4471795857,-0.237387687,-0.6402500868,6.492,-2.844
-0.6120357513,-0.4183453619,-0.473684907,-0.4563176632,-0.234580636,-0.4477097988,-0.2377574444,-0.6405560374,6.492,-2.844
-0.612313807,-0.4174085259,-0.4732092917,-0.4558398426,-0.2258829325,-0.4433073401,-0.2378793806,-0.640996635,6.492,-2.844
-0.6125479937,-0.4168716669,-0.473318547,-0.4558422863,-0.2177950591,-0.442434907,-0.2376939505,-0.6415307522,6.492,-2.844
-0.6121601462,-0.4183154106,-0.4734846354,-0.4556815028,-0.2095265388,-0.4416285157,-0.2377203256,-0.6412622929,6.492,-2.844
-0.6115607023,-0.4198363423,-0.4730139971,-0.4573895335,-0.1991963685,-0.441616118,-0.2371322513,-0.6380283237,6.492,-2.844
-0.6122820377,-0.4182825387,-0.4729184508,-0.4544114172,-0.1887123734,-0.4405655265,-0.2367223203,-0.6373226047,6.492,-2.844
-0.6131833792,-0.4167047739,-0.4729915857,-0.4543928504,-0.1776481867,-0.4400247037,-0.2368228734,-0.6368615031,6.492,-2.844
-0.6121286154,-0.4184685349,-0.4733025432,-0.454235971,-0.1662186086,-0.4392058551,-0.2368380129,-0.639128089,6.492,-2.844
-0.6119747758,-0.4185839593,-0.4732730091,-0.4541542232,-0.1537558585,-0.4413034022,-0.2369467318,-0.6363911033,6.492,-2.844
-0.6114706397,-0.4197371304,-0.4730142653,-0.4565260112,-0.1420389116,-0.442466408,-0.2358777374,-0.6395893693,6.492,-2.844
-0.6117913127,-0.418418467,-0.4730295539,-0.4564908147,-0.1303515285,-0.4420267046,-0.234275043,-0.6408022642,6.492,-2.844
-0.611782074,-0.4201495647,-0.4727047086,-0.4568952322,-0.1164355874,-0.4408385456,-0.232870698,-0.6382180452,6.492,-2.844
-0.6123927832,-0.4180298746,-0.4722924829,-0.4571631253,-0.0994335487,-0.4403110147,-0.2294533253,-0.63449049,6.492,-2.844
-0.6122677326,-0.41809237,-0.4722302258,-0.4572093785,-0.0787961259,-0.4415691793,-0.2224419266,-0.6293677092,6.492,-2.844
-0.6121653318,-0.4192914665,-0.472376138,-0.4568911195,-0.0588504821,-0.4399715364,-0.2147396952,-0.6170085073,6.492,-2.844
-0.6124524474,-0.4184554219,-0.4724105001,-0.4568311572,-0.0357895717,-0.4396202564,-0.2034315318,-0.6030530334,6.492,-2.844
-0.6121227741,-0.4185452759,-0.4728166759,-0.4572096765,-0.014835923,-0.4387600422,-0.1894512177,-0.5883896351,6.492,-2.844
-0.6123481393,-0.4173573256,-0.4730477333,-0.4572393894,0.0074552805,-0.4379371107,-0.1724706143,-0.5736743212,6.492,-2.844
-0.6122781634,-0.4183290303,-0.4726134539,-0.4569671452,0.0292677209,-0.4365261197,-0.1533658952,-0.5605543256,6.492,-2.844
-0.6111640334,-0.4208624959,-0.4725882113,-0.455085665,0.0580585487,-0.4376724064,-0.1329346597,-0.5503416657,6.492,-2.844
-0.6115118861,-0.4193121195,-0.4726494253,-0.4551309347,0.080210574,-0.4374310374,-0.1128824726,-0.5419749022,6.492,-2.844
-0.6121315956,-0.4192664325,-0.4728966355,-0.4554820359,0.1019103155,-0.4381107688,-0.0931197628,-0.5337860584,6.492,-2.844
-0.6119437218,-0.4197155535,-0.4731652439,-0.4557298422,0.1270565242,-0.4383398294,-0.0728858411,-0.5233872533,6.492,-2.844
-0.6108490825,-0.419225812,-0.4729358256,-0.4556924403,0.1578056365,-0.4398553073,-0.0494101644,-0.5145127773,6.492,-2.844
-0.6112499833,-0.4179912806,-0.4724233747,-0.4551670551,0.1880090535,-0.4411538243,-0.0204846952,-0.504034698,6.492,-2.844
-0.6106867194,-0.4206467867,-0.4725229144,-0.4540213048,0.2230081409,-0.4439709187,0.0098682083,-0.494118005,6.492,-2.844
-0.6115626097,-0.4186371267,-0.4729484916,-0.4538629949,0.2489047945,-0.4440049827,0.0440608636,-0.4832132757,6.492,-2.844
-0.6124570966,-0.4172466397,-0.4732210636,-0.4527218044,0.2834566236,-0.4407800734,0.0825407729,-0.4715601802,6.492,-2.844
-0.6124309301,-0.4169170558,-0.4715367258,-0.4512022138,0.320361495,-0.4389293194,0.1183864102,-0.4639285505,6.492,-2.844
-0.6124187708,-0.4163455963,-0.4693331718,-0.4518125355,0.3473887146,-0.4385179281,0.1566839814,-0.4554973841,6.492,-2.844
-0.6131378412,-0.4153011441,-0.4655374289,-0.451025486,0.3756912351,-0.4381548166,0.1954493672,-0.4460332096,6.492,-2.844
-0.6130000949,-0.4159564376,-0.4599584341,-0.4502445757,0.4231501222,-0.4332742989,0.2341943383,-0.4362484515,6.492,-2.844
-0.6129274964,-0.4164270759,-0.4515505135,-0.4479910731,0.4546524286,-0.4338458776,0.2716674507,-0.4268495142,6.492,-2.844
-0.6118741632,-0.4183116257,-0.4410366118,-0.4464320242,0.4852195382,-0.4340060055,0.3085385561,-0.4171040058,6.492,-2.844
-0.6117420197,-0.4190591872,-0.4286536574,-0.4458253384,0.5247840881,-0.4380682707,0.3866318762,-0.3948611617,6.492,-2.844
-0.6123704314,-0.4171651602,-0.4138989151,-0.445907712,0.5651525855,-0.4413331151,0.4468314946,-0.3878651261,6.492,-2.844
-0.6126035452,-0.4169715047,-0.3972584009,-0.444648236,0.6039293408,-0.4412937462,0.4923588932,-0.3802102208,6.492,-2.844
-0.6133372784,-0.4168125689,-0.3800472319,-0.4438824952,0.655328691,-0.4393951297,0.5558357835,-0.3731433749,6.492,-2.844
-0.6142160892,-0.4153276384,-0.3590519428,-0.4439448416,0.6925728321,-0.4394254088,0.5981033444,-0.3712182939,6.492,-2.844
-0.6132546663,-0.4176937044,-0.336559087,-0.4406504333,0.7424752116,-0.4363709986,0.6383536458,-0.3700737357,6.492,-2.844
-0.6121914983,-0.4191370904,-0.314928472,-0.4372363687,0.7940823436,-0.4318777025,0.6798786521,-0.3691775203,6.492,-2.844
-0.6116570234,-0.4196194708,-0.2894465625,-0.4359459877,0.8438653946,-0.4282463789,0.7232524753,-0.3665665984,6.492,-2.844
-0.6108978391,-0.4196720421,-0.2614550889,-0.428548485,0.8933374882,-0.4239252806,0.7807744741,-0.3587189913,6.492,-2.844
-0.6114628315,-0.4193639755,-0.2347151488,-0.4208822548,0.9348306656,-0.421793282,0.8419831991,-0.3466797471,6.492,-2.844
-0.6127902865,-0.41832304,-0.2071354389,-0.4131495357,0.9692527056,-0.4189012945,0.8951318264,-0.3398844898,6.492,-2.844
-0.6142799258,-0.4166663289,-0.1811634004,-0.4037012458,1.0130232573,-0.4153425694,0.9471304417,-0.3314340115,6.492,-2.844
-0.6137347817,-0.4189801812,-0.154172793,-0.3936651349,1.0571115017,-0.411609292,0.998816371,-0.3238479793,6.492,-2.844
-0.6130205989,-0.4190660119,-0.125459522,-0.3834652007,1.0916669369,-0.408167541,1.047021389,-0.3186045587,6.492,-2.844
-0.6126030684,-0.418176204,-0.0968017802,-0.3739189804,1.1495047808,-0.4022806883,1.0953893662,-0.3143216074,6.492,-2.844
-0.6129606366,-0.4163558185,-0.0706721097,-0.3651720285,1.1974024773,-0.3952136338,1.1395692825,-0.3119019866,6.492,-2.844
-0.6112126708,-0.4197335839,-0.0426851511,-0.3570062518,1.2404843569,-0.3896838427,1.182066083,-0.3110671639,6.492,-2.844
-0.6116162539,-0.4205379188,-0.0199845899,-0.3518339694,1.286036253,-0.3847936392,1.2216985226,-0.3106241822,6.492,-2.844
-0.6124881506,-0.4202752411,0.0032513202,-0.3465651274,1.3285518885,-0.3774264157,1.2684832811,-0.3085103035,6.492,-2.844
-0.6119063497,-0.4204658568,0.0286451746,-0.3405502737,1.3754918575,-0.3673961461,1.3193622828,-0.306219995,6.492,-2.844
