2.5079135895,-0.6197366714,3.3426432228,-0.6187401414
2.5077681541,-0.6202863455,3.3428091621,-0.6188476682
2.5078635216,-0.6194283962,3.3427409744,-0.6194025278
2.5078496933,-0.61921978,3.3427753067,-0.6194368601
2.5078287125,-0.619189918,3.3428389645,-0.618819952
2.5078172684,-0.6197782159,3.3426942444,-0.6199949384
2.507822752,-0.6192326546,3.3428964233,-0.6200417876
2.5076999664,-0.619481504,3.3430933571,-0.6197495461
2.5076553822,-0.620231688,3.3428306198,-0.6205931306
2.5076143742,-0.6206166148,3.3428349114,-0.6204875112
2.5077803135,-0.6197384,3.3430089569,-0.6199499965
2.5079624653,-0.6186713576,3.3431169605,-0.6192086339
2.5077774525,-0.6187385917,3.3430356598,-0.6198524833
2.5077764988,-0.6192342043,3.3431186295,-0.6190468669
2.507488966,-0.6201186776,3.3432633495,-0.618581295
2.5072443485,-0.6203776002,3.3431942082,-0.6189195514
2.5068387985,-0.6206684709,3.3432316399,-0.6185030341
2.5063588619,-0.6217765808,3.3431236363,-0.6190968156
2.5057995319,-0.6229299307,3.3432423687,-0.6192467809
2.5048487186,-0.6245922446,3.3433003044,-0.6189443469
2.503923893,-0.6257396936,3.3432280636,-0.6190364361
2.5034923554,-0.6284250021,3.3430084801,-0.6198912263
2.5035007,-0.630676508,3.3428601837,-0.6205863357
2.5025560856,-0.6345409155,3.3431679821,-0.6200600266
2.5014612675,-0.6366918087,3.3431777573,-0.6196895242
2.5001516342,-0.6411591172,3.343112669,-0.6201869249
2.4983034134,-0.6450182796,3.3432633495,-0.6185239553
2.4978682995,-0.6500952244,3.3430096722,-0.6195644736
2.496837616,-0.6531751156,3.3430265999,-0.6191192865
2.4960353375,-0.6577441692,3.3429722405,-0.6195688248
2.4957437515,-0.6617678404,3.3432161427,-0.6187422872
2.4953701496,-0.6661692262,3.3430814362,-0.6190715432
2.4944274426,-0.6711246967,3.3432421303,-0.6189548373
2.4945416451,-0.6777046919,3.3431887245,-0.6192626357
2.4947535992,-0.6849420071,3.3430325604,-0.6196808815
2.4948940277,-0.6929436922,3.3431655979,-0.6194022894
2.4945411682,-0.7019943595,3.3432569122,-0.6192729473
2.4942240715,-0.7118212581,3.3433463192,-0.618915379
2.4944903851,-0.7226541042,3.3433558559,-0.6186959744
2.4941515923,-0.7337042093,3.3432659721,-0.6189880967
2.4936914444,-0.7464645505,3.3434524155,-0.6181938052
2.4941360951,-0.7555814981,3.343190155,-0.618568182
2.4932305813,-0.7630317807,3.3430440044,-0.6190709472
2.4937353134,-0.7718055844,3.3429135895,-0.6197366714
2.4943783283,-0.7811552286,3.3427681541,-0.6202863455
2.4951140881,-0.7910165191,3.3428635216,-0.6194283962
2.4957439899,-0.8011782765,3.3428496933,-0.61921978
2.4956281185,-0.8108261824,3.3428287125,-0.619189918
2.4966692925,-0.8201232553,3.3428172684,-0.6197782159
2.4974412918,-0.8301666975,3.342822752,-0.6192326546
2.501676321,-0.8409615159,3.3426999664,-0.619481504
2.5041306019,-0.8504757881,3.3426553822,-0.620231688
2.5061924458,-0.8601775765,3.3426143742,-0.6206166148
2.5093991756,-0.8715477586,3.3427803135,-0.6197384
2.5136182308,-0.8831921816,3.3429624653,-0.6186713576
2.5167899132,-0.8928205371,3.3427774525,-0.6187385917
2.5211040974,-0.9047299027,3.3427764988,-0.6192342043
2.5250217915,-0.9149971604,3.342488966,-0.6201186776
2.5299770832,-0.9269092679,3.3422443485,-0.6203776002
2.5352432728,-0.9386726022,3.3418387985,-0.6206684709
2.5413174629,-0.9514865875,3.3413588619,-0.6217765808
2.5473928452,-0.9629940391,3.3407995319,-0.6229299307
2.5531625748,-0.973320365,3.3398487186,-0.6245922446
2.559440136,-0.985375762,3.338923893,-0.6257396936
2.5662465096,-0.9978193641,3.3384923554,-0.6284250021
2.572927475,-1.0080143213,3.3385007,-0.630676508
2.5801918507,-1.0177787542,3.3375560856,-0.6345409155
2.5874464512,-1.0270469189,3.3364612675,-0.6366918087
2.5936436653,-1.0363539457,3.3351516342,-0.6411591172
2.6007466316,-1.0451812744,3.3333034134,-0.6450182796
2.6068310738,-1.0538326502,3.3328682995,-0.6500952244
2.6130318642,-1.06265378,3.331837616,-0.6531751156
2.6193034649,-1.0717042685,3.3310353375,-0.6577441692
2.6273674965,-1.0805404186,3.3307437515,-0.6617678404
2.6356155872,-1.0886108875,3.3303701496,-0.6661692262
2.6429438591,-1.0966153145,3.3294274426,-0.6711246967
2.6503183842,-1.1045384407,3.3295416451,-0.6777046919
2.6583988667,-1.1125570536,3.3297535992,-0.6849420071
2.6670880318,-1.1201587915,3.3298940277,-0.6929436922
2.676129818,-1.1279718876,3.3295411682,-0.7019943595
2.6846761704,-1.1351833344,3.3292240715,-0.7118212581
2.6913590431,-1.1420410872,3.3294903851,-0.7226541042
2.6987006664,-1.1488398314,3.3291515923,-0.7337042093
2.7060353756,-1.1553295851,3.3286914444,-0.7464645505
2.714255333,-1.1615499258,3.3291360951,-0.7555814981
2.7222738266,-1.1672595739,3.3282305813,-0.7630317807
2.7305328846,-1.172953248,3.3287353134,-0.7718055844
2.7368388176,-1.178506732,3.3293783283,-0.7811552286
2.7442314625,-1.1842782497,3.3301140881,-0.7910165191
2.7523043156,-1.1896761656,3.3307439899,-0.8011782765
2.7595973015,-1.1955375671,3.3306281185,-0.8108261824
2.7672634125,-1.2007325888,3.3316692925,-0.8201232553
2.7765264511,-1.2059541941,3.3324412918,-0.8301666975
2.7853422165,-1.2111984491,3.336676321,-0.8409615159
2.7948353291,-1.2163876295,3.3391306019,-0.8504757881
2.8043785095,-1.221031785,3.3411924458,-0.8601775765
2.8128709793,-1.2244628668,3.3443991756,-0.8715477586
2.821978569,-1.2281852961,3.3486182308,-0.8831921816
2.830706358,-1.231815815,3.3517899132,-0.8928205371
2.8577883244,-1.2449600697,3.3561040974,-0.9047299027
2.8902804852,-1.2602223158,3.3600217915,-0.9149971604
2.908195734,-1.2664225102,3.3649770832,-0.9269092679
2.9259405136,-1.2730755806,3.3702432728,-0.9386726022
2.9477279186,-1.281845212,3.3763174629,-0.9514865875
2.9624185562,-1.2866705656,3.3823928452,-0.9629940391
2.9768469334,-1.2910116911,3.3881625748,-0.973320365
2.991373539,-1.2949912548,3.394440136,-0.985375762
3.0011792183,-1.2965517044,3.4012465096,-0.9978193641
3.010944128,-1.2983517647,3.407927475,-1.0080143213
3.0253744125,-1.3022199869,3.4151918507,-1.0177787542
3.0348007679,-1.3041125536,3.4224464512,-1.0270469189
3.0444021225,-1.3055192232,3.4286436653,-1.0363539457
3.0548872948,-1.3066711426,3.4357466316,-1.0451812744
3.0653905869,-1.3075156212,3.4418310738,-1.0538326502
3.0756442547,-1.3082104921,3.4480318642,-1.06265378
3.0855858326,-1.308788538,3.4543034649,-1.0717042685
3.0956308842,-1.3090456724,3.4623674965,-1.0805404186
3.10582757,-1.3091356754,3.4706155872,-1.0886108875
3.1164910793,-1.3089629412,3.4779438591,-1.0966153145
3.1271257401,-1.3085466623,3.4853183842,-1.1045384407
3.1369788647,-1.3079853058,3.4933988667,-1.1125570536
3.1464190483,-1.3074712753,3.5020880318,-1.1201587915
3.1563868523,-1.3066316843,3.511129818,-1.1279718876
3.1665849686,-1.3050764799,3.5196761704,-1.1351833344
3.1764028072,-1.3035098314,3.5263590431,-1.1420410872
3.185949564,-1.3018907309,3.5337006664,-1.1488398314
3.1945667267,-1.3003556728,3.5410353756,-1.1553295851
3.2038989067,-1.2987986803,3.549255333,-1.1615499258
3.2134315968,-1.2967891693,3.5572738266,-1.1672595739
3.2231256962,-1.2944393158,3.5655328846,-1.172953248
3.2681136131,-1.2937268019,3.5718388176,-1.178506732
3.2779405117,-1.2910380364,3.5792314625,-1.1842782497
3.2880573273,-1.2881243229,3.5873043156,-1.1896761656
3.2984175682,-1.2850103378,3.5945973015,-1.1955375671
3.3320183754,-1.2852193117,3.6022634125,-1.2007325888
3.3425514698,-1.2812460661,3.6115264511,-1.2059541941
3.3648860455,-1.2783499956,3.6203422165,-1.2111984491
3.3736526966,-1.274897933,3.6298353291,-1.2163876295
3.381554842,-1.2724120617,3.6393785095,-1.221031785
