2.4808776379,-0.9275036454,3.3151826483,-0.8661719137,3.3174850559,-0.9253749251
2.4805033207,-0.928052783,3.3155344864,-0.8661757479,3.3174876785,-0.9259775877
2.4803807735,-0.9282519221,3.3159992978,-0.8663461526,3.3169734097,-0.9260415435
2.4798638821,-0.928034246,3.3167449438,-0.8665063497,3.3164860821,-0.9263171554
2.4798948765,-0.9281179905,3.3162770918,-0.8663810567,3.3161763763,-0.927072227
2.4796140194,-0.9282858372,3.3167156512,-0.8667507145,3.3158568955,-0.9269270897
2.4797246456,-0.9281552434,3.3165969506,-0.8664710718,3.3158144569,-0.9270778894
2.4800636768,-0.9279884696,3.3164866793,-0.8664113637,3.3163079834,-0.9272528887
2.4801537991,-0.9282017946,3.3161193634,-0.8663673716,3.3166448689,-0.9269053936
2.4796597958,-0.9282511473,3.3161031161,-0.866366549,3.3165323353,-0.9267264009
2.4794027805,-0.9282802343,3.3161996759,-0.8663635754,3.3169486141,-0.9271764159
2.4796159267,-0.9284122586,3.3165267143,-0.8663238672,3.3173088646,-0.9266999364
2.4798734188,-0.9281548262,3.3166722925,-0.866296262,3.3179521179,-0.9260523319
2.4799809456,-0.9284645915,3.3164006749,-0.866257322,3.3186673737,-0.9255568981
2.4797363281,-0.9283107519,3.3162342305,-0.8661953811,3.3178381538,-0.9259145856
2.4795351028,-0.9278183579,3.3162529669,-0.8662898813,3.3162405109,-0.9261381626
2.4796681404,-0.9279433489,3.3163958628,-0.8662238357,3.3160762405,-0.9265271425
2.4801561832,-0.9276610017,3.3165083341,-0.8661223882,3.3170840359,-0.9266746044
2.4798583984,-0.92816329,3.3166203264,-0.8661598582,3.3174178219,-0.9263976216
2.4797463417,-0.928027451,3.3164146244,-0.8662287433,3.3172940826,-0.926897645
2.4796442986,-0.927832067,3.3157693792,-0.8660878771,3.3166565514,-0.9275254607
2.4790215492,-0.9276247025,3.3159078964,-0.86636869,3.3160760021,-0.9277485609
2.4794471264,-0.9279274344,3.3161295238,-0.8665732347,3.3158695316,-0.9276081324
2.479404211,-0.9278001785,3.3153756124,-0.8660597911,3.316178999,-0.9274564385
2.4795060158,-0.927973628,3.3153693955,-0.8665384613,3.31628438,-0.9272882938
2.4795889854,-0.9281505942,3.3148317137,-0.8662752522,3.3161389446,-0.9271569252
2.4794836044,-0.9279393554,3.3143277848,-0.8663199688,3.3159646606,-0.9277368188
2.4794898033,-0.9277902246,3.3139827357,-0.8665864273,3.3158051586,-0.9283151627
2.4793767929,-0.9275191426,3.3136666363,-0.8664878659,3.3152229404,-0.9280410409
2.4795780182,-0.9280084372,3.3136253082,-0.8666539692,3.3156540012,-0.9281116128
2.479663372,-0.9280187488,3.3141121515,-0.8667369256,3.3158809757,-0.9285089374
2.479578495,-0.9278861284,3.3144674354,-0.8666431601,3.3158552265,-0.9282930493
2.4796237946,-0.9278854132,3.3143591527,-0.866522943,3.3159727669,-0.9285652041
2.4795882702,-0.9278859496,3.3147690938,-0.8668853493,3.3161775684,-0.9285063148
2.479483366,-0.9276953936,3.3151493368,-0.8666856713,3.3162307358,-0.9288083315
2.4795548916,-0.9277262092,3.3158392926,-0.8666897302,3.3157868004,-0.9290970564
2.4794249535,-0.9276075363,3.3165865036,-0.8666443601,3.3154112911,-0.928873539
2.4794325829,-0.9276260734,3.3157412027,-0.8667751281,3.3155092812,-0.9286874533
2.4796385765,-0.928085804,3.3141123863,-0.8665612931,3.3156594849,-0.9283109903
2.479445219,-0.927723825,3.3139198602,-0.8665565719,3.31556674,-0.9283717275
2.4791836739,-0.9275385737,3.3149420693,-0.8669045425,3.3150307751,-0.9282689095
2.47940135,-0.9278798103,3.3152969261,-0.8669218967,3.3148746109,-0.9278900027
2.4794476032,-0.9278332591,3.3151491862,-0.8670867713,3.3158776379,-0.9275036454
2.4795601368,-0.928060174,3.3144686255,-0.8671183966,3.3155033207,-0.928052783
2.4794495106,-0.9278827906,3.3138663045,-0.8670420825,3.3153807735,-0.9282519221
2.4794306755,-0.9278618693,3.3136623392,-0.8669360308,3.3148638821,-0.928034246
2.4794943333,-0.9279791713,3.3139773613,-0.8668606316,3.3148948765,-0.9281179905
2.4794328213,-0.9279267192,3.31408563,-0.866732187,3.3146140194,-0.9282858372
2.4791808128,-0.9277089834,3.3139358059,-0.8665404921,3.3147246456,-0.9281552434
2.479095459,-0.9280620217,3.3137375167,-0.8667914799,3.3150636768,-0.9279884696
2.4789853096,-0.928037405,3.3135547607,-0.8670529034,3.3151537991,-0.9282017946
2.4790997505,-0.928047955,3.3129816535,-0.8669027544,3.3146597958,-0.9282511473
2.4793066979,-0.9277395606,3.313409033,-0.8669232047,3.3144027805,-0.9282802343
2.4798705578,-0.9272251129,3.3136372783,-0.8673378279,3.3146159267,-0.9284122586
2.4805772305,-0.9260874987,3.3136141349,-0.8671574241,3.3148734188,-0.9281548262
2.4816772938,-0.9264426827,3.3137265763,-0.8673601629,3.3149809456,-0.9284645915
2.4812700748,-0.9263227582,3.3139329424,-0.867322564,3.3147363281,-0.9283107519
2.4809496403,-0.9266061187,3.3139775798,-0.8675085924,3.3145351028,-0.9278183579
2.4807040691,-0.9270129204,3.3135253272,-0.8676844349,3.3146681404,-0.9279433489
2.4810981751,-0.9269455671,3.3131463985,-0.8674145673,3.3151561832,-0.9276610017
2.4811289311,-0.9265883565,3.3132443721,-0.8672282599,3.3148583984,-0.92816329
2.4813644886,-0.9267145991,3.313397243,-0.8668879456,3.3147463417,-0.928027451
2.4811170101,-0.9265241027,3.3133066078,-0.8669772913,3.3146442986,-0.927832067
2.4811456204,-0.9267221689,3.3127687949,-0.8668494131,3.3140215492,-0.9276247025
2.480864048,-0.9265677333,3.312613056,-0.8664762724,3.3144471264,-0.9279274344
2.4811041355,-0.9265761375,3.3136225224,-0.8661772935,3.314404211,-0.9278001785
2.481140852,-0.9266910553,3.3132429596,-0.866655242,3.3145060158,-0.927973628
2.4812521935,-0.9266137481,3.3131148823,-0.8667794225,3.3145889854,-0.9281505942
2.4812977314,-0.9266069531,3.3126034392,-0.8666355961,3.3144836044,-0.9279393554
2.481212616,-0.9267522097,3.3126260375,-0.8666055722,3.3144898033,-0.9277902246
2.4810810089,-0.9268166423,3.3123388527,-0.8666878161,3.3143767929,-0.9275191426
2.4803738594,-0.9263685942,3.3124541026,-0.8666197611,3.3145780182,-0.9280084372
2.4808928967,-0.9264036417,3.3127942645,-0.8664682894,3.314663372,-0.9280187488
2.4803709984,-0.9261416793,3.3128827644,-0.8666596593,3.314578495,-0.9278861284
2.4802050591,-0.92601192,3.3123882038,-0.8667014718,3.3146237946,-0.9278854132
2.4804303646,-0.9261274934,3.3121256941,-0.8666562665,3.3145882702,-0.9278859496
2.4803788662,-0.9261133075,3.3123410389,-0.8668180076,3.314483366,-0.9276953936
2.4807276726,-0.9264220595,3.3126019416,-0.866606703,3.3145548916,-0.9277262092
2.4810442925,-0.9266493917,3.3127095176,-0.8669171337,3.3144249535,-0.9276075363
2.4810576439,-0.92638129,3.3124655229,-0.8667717213,3.3144325829,-0.9276260734
2.4802987576,-0.9263055325,3.3122630683,-0.8662626947,3.3146385765,-0.928085804
2.4805862904,-0.9268345237,3.3123953026,-0.8663768189,3.314445219,-0.927723825
2.4809679985,-0.9267620444,3.3128882616,-0.8661610025,3.3141836739,-0.9275385737
2.4812707901,-0.9266790748,3.3125889369,-0.8666424445,3.31440135,-0.9278798103
2.4815199375,-0.9268932343,3.3124753398,-0.8664857592,3.3144476032,-0.9278332591
2.4810760021,-0.9265304804,3.3123753285,-0.8663178746,3.3145601368,-0.928060174
2.4804103375,-0.9264323711,3.3117528086,-0.8661136148,3.3144495106,-0.9278827906
2.4808046818,-0.9266088009,3.3121797124,-0.8664343102,3.3144306755,-0.9278618693
2.4810836315,-0.9268053174,3.3121339467,-0.8662684663,3.3144943333,-0.9279791713
2.4814045429,-0.9272630811,3.3122348008,-0.8664290532,3.3144328213,-0.9279267192
2.4809958935,-0.9270556569,3.3123173771,-0.8666006969,3.3141808128,-0.9277089834
2.4810042381,-0.9270341992,3.3122103075,-0.8663666159,3.314095459,-0.9280620217
2.481235981,-0.9270325303,3.3122170638,-0.8662250252,3.3139853096,-0.928037405
2.4811105728,-0.9269432426,3.3121041518,-0.8659552739,3.3140997505,-0.928047955
2.4816408157,-0.9273341894,3.3123040161,-0.8664261616,3.3143066979,-0.9277395606
2.4815561771,-0.9279825687,3.3123903538,-0.8664497794,3.3148705578,-0.9272251129
