49.4,0.53,0.3906705976
49.5,0.521,0.390275836
49.6,0.516,0.4049885273
49.7,0.514,0.4155517817
49.8,0.514,0.4191301465
49.9,0.515,0.4238059521
50,0.515,0.4282810092
50.1,0.515,0.4311412573
50.2,0.515,0.4323221147
50.3,0.515,0.4317478538
50.4,0.515,0.4311574996
50.5,0.515,0.4312518239
50.6,0.515,0.4323583245
50.7,0.515,0.433370769
50.8,0.515,0.4342221916
50.9,0.515,0.4347901642
51,0.515,0.4357861876
51.1,0.515,0.4368765056
51.2,0.515,0.4381488264
51.3,0.515,0.4390311539
51.4,0.515,0.4395192266
51.5,0.515,0.4399285316
51.6,0.515,0.4400090575
51.7,0.515,0.4399658442
51.8,0.515,0.4400539398
51.9,0.515,0.4400041997
52,0.515,0.4390942156
52.1,0.515,0.4389410019
52.2,0.515,0.4387190044
52.3,0.515,0.4390403032
52.4,0.514,0.4404221773
52.5,0.512,0.4433172345
52.6,0.509,0.447248131
52.7,0.506,0.4513401091
52.8,0.501,0.4545493126
52.9,0.497,0.4565681219
53,0.493,0.456615299
53.1,0.491,0.455668956
53.2,0.489,0.4541336894
53.3,0.489,0.4530550838
53.4,0.489,0.4526643753
53.5,0.49,0.4527164102
53.6,0.49,0.4530879259
53.7,0.49,0.4528182745
53.8,0.49,0.4523212612
53.9,0.49,0.4519663155
54,0.49,0.4519025683
54.1,0.49,0.4514710903
54.2,0.49,0.4510951936
54.3,0.49,0.4509012103
54.4,0.49,0.450563252
54.5,0.49,0.4501504898
54.6,0.49,0.4495984614
54.7,0.49,0.44898808
54.8,0.49,0.4484198391
54.9,0.49,0.4480993748
55,0.49,0.4480545521
55.1,0.49,0.4480603039
55.2,0.49,0.44756037
55.3,0.49,0.4468755722
55.4,0.49,0.4465684593
55.5,0.49,0.4464806914
55.6,0.49,0.446459502
55.7,0.49,0.4460902512
55.8,0.49,0.4455287755
55.9,0.49,0.4453482926
56,0.49,0.4450561702
56.1,0.49,0.4450583756
56.2,0.49,0.4456497133
56.3,0.489,0.4457595646
56.4,0.489,0.4454006553
56.5,0.489,0.4449685514
56.6,0.489,0.444937408
56.7,0.489,0.4452814162
56.8,0.489,0.4451157451
56.9,0.489,0.4448111355
57,0.489,0.4441491067
57.1,0.489,0.443836391
57.2,0.489,0.4436430335
57.3,0.489,0.4438034296
57.4,0.489,0.4433479607
57.5,0.489,0.4426793754
57.6,0.489,0.4422561824
57.7,0.489,0.4420804679
