0.1,2.836,-3.742,-0.6561624527,0.7918212004,-0.934481442,3.3262364864,0.052966971,-0.9344426394,3.2117464542
0.2,2.836,-3.742,-0.6561624527,0.7918059938,-0.9345655441,3.327286005,0.0533836521,-0.9345039129,3.2073087692
0.3,2.836,-3.742,-0.6561624527,0.7926158123,-0.9347429276,3.2982354164,0.0535317585,-0.934548378,3.2052817345
0.4,2.836,-3.742,-0.6561624527,0.7931115367,-0.9347238541,3.3028690815,0.0534569956,-0.9343859553,3.2052121162
0.5,2.836,-3.742,-0.6561624527,0.7933193408,-0.934679687,3.3081891537,0.0525108501,-0.9338767529,3.243329525
0.6,2.836,-3.742,-0.6561624527,0.793420393,-0.9347388744,3.3068702221,0.0526832864,-0.9340023994,3.2448632717
0.7,2.836,-3.742,-0.6561624527,0.7933869809,-0.9347028136,3.3093364239,0.0530925617,-0.934053719,3.2428929806
0.8,2.836,-3.742,-0.6561624527,0.7932051569,-0.9345068336,3.312379837,0.0533002652,-0.9341349602,3.2393541336
0.9,2.836,-3.742,-0.6561624527,0.7949886471,-0.9348758459,3.2775182724,0.0532609671,-0.9343412519,3.2229437828
1,2.836,-3.742,-0.6561624527,0.7956865653,-0.9348300099,3.2745480537,0.0534978993,-0.9356517792,3.1382055283
1.1,2.836,-3.742,-0.6561624527,0.7959131859,-0.9349299073,3.2735660076,0.054145854,-0.9370837212,3.0133578777
1.2,2.836,-3.742,-0.6561624527,0.7958337255,-0.9348163009,3.2769780159,0.0571265481,-0.938059032,2.9307947159
1.3,2.836,-3.742,-0.6561624527,0.7957271859,-0.9347999692,3.2794859409,0.0620399937,-0.9375904799,2.9249691963
1.4,2.836,-3.742,-0.6561624527,0.7952453345,-0.9343600273,3.2894392014,0.068956539,-0.9367311001,2.9675581455
1.5,2.836,-3.742,-0.6561624527,0.795569066,-0.9342526197,3.2927834988,0.0770955533,-0.9355134368,3.0626254082
1.6,2.836,-3.742,-0.6561624527,0.7966135368,-0.9345840812,3.2761585712,0.0857757404,-0.9338110685,3.230202198
1.7,2.836,-3.742,-0.6561624527,0.7972750366,-0.9347840548,3.265860796,0.0955136493,-0.9309883118,3.4579629898
1.8,2.836,-3.742,-0.6561624527,0.7974063978,-0.9347739816,3.2587668896,0.1062546223,-0.9271781445,3.7954003811
1.9,2.836,-3.742,-0.6561624527,0.7971405983,-0.9344674945,3.2633357048,0.1185862273,-0.9202677608,4.3913755417
2,2.836,-3.742,-0.6561624527,0.7976259254,-0.934496522,3.2586977482,0.1309967786,-0.9102663994,5.2015247345
2.1,2.836,-3.742,-0.6561624527,0.7983189337,-0.934659183,3.2479681969,0.1440706253,-0.9008133411,6.070567131
2.2,2.836,-3.742,-0.6561624527,0.7985249087,-0.9346831441,3.24376297,0.1576108933,-0.8920269012,6.912279129
