0.1,-0.303,-0.6510332823
0.2,-0.303,-0.6505217552
0.3,-0.303,-0.6498544216
0.4,-0.303,-0.6494566202
0.5,-0.303,-0.6491288543
0.6,-0.303,-0.6487241983
0.7,-0.303,-0.6483501196
0.8,-0.303,-0.6480028033
0.9,-0.303,-0.6477252841
1,-0.303,-0.6474055052
1.1,-0.303,-0.6472278833
1.2,-0.303,-0.6469855309
1.3,-0.303,-0.646926403
1.4,-0.303,-0.6468954086
1.5,-0.303,-0.6465764642
1.6,-0.303,-0.64671731
1.7,-0.303,-0.646607697
1.8,-0.303,-0.6463831663
1.9,-0.303,-0.6450063586
2,-0.303,-0.6422503591
2.1,-0.303,-0.6467177868
2.2,-0.299,-0.6617106199
2.3,-0.292,-0.6802792549
2.4,-0.284,-0.6927492023
2.5,-0.274,-0.6983742118
2.6,-0.264,-0.6983813047
2.7,-0.255,-0.6995366216
2.8,-0.245,-0.7055026889
2.9,-0.235,-0.7122074962
3,-0.223,-0.7154479623
3.1,-0.209,-0.7182722092
3.2,-0.194,-0.7266716957
3.3,-0.178,-0.7361639142
3.4,-0.162,-0.7462899089
3.5,-0.143,-0.7598296404
3.6,-0.124,-0.7732462287
3.7,-0.104,-0.7852676511
3.8,-0.082,-0.7956929803
3.9,-0.059,-0.8054597378
4,-0.036,-0.8111547828
4.1,-0.013,-0.8141161799
4.2,0.01,-0.8173545599
4.3,0.034,-0.8255712986
4.4,0.059,-0.829578042
4.5,0.085,-0.8236628771
4.6,0.108,-0.8160823584
4.7,0.129,-0.8085907698
4.8,0.149,-0.8021705747
4.9,0.169,-0.805729568
5,0.191,-0.8133537769
5.1,0.215,-0.8176355362
5.2,0.242,-0.8261920214
5.3,0.268,-0.8286401629
5.4,0.295,-0.8327140808
5.5,0.322,-0.835001111
5.6,0.348,-0.8418948054
5.7,0.376,-0.849226594
5.8,0.405,-0.8552046418
5.9,0.433,-0.8625388741
6,0.463,-0.8686520457
6.1,0.494,-0.8700041771
6.2,0.525,-0.87644279
6.3,0.557,-0.8812251091
6.4,0.589,-0.8853055835
6.5,0.621,-0.8899179697
6.6,0.655,-0.8950715065
6.7,0.69,-0.9008027315
6.8,0.726,-0.9009782076
6.9,0.763,-0.8972306252
7,0.799,-0.8946518302
7.1,0.836,-0.892375946
7.2,0.872,-0.8892605305
7.3,0.909,-0.8944423199
7.4,0.945,-0.8989062309
7.5,0.982,-0.9019458294
7.6,1.021,-0.9085983038
7.7,1.061,-0.9130187631
7.8,1.1,-0.9173148274
7.9,1.141,-0.9220086932
8,1.181,-0.9265979528
8.1,1.221,-0.9283701777
8.2,1.261,-0.932758987
8.3,1.3,-0.9366664886
8.4,1.34,-0.9405153394
8.5,1.38,-0.9432523847
8.6,1.42,-0.9465000033
8.7,1.459,-0.9480461478
8.8,1.5,-0.950306654
8.9,1.541,-0.9530977011
9,1.582,-0.9524034858
9.1,1.62,-0.9479727745
9.2,1.656,-0.9468524456
9.3,1.694,-0.9467650652
9.4,1.733,-0.9487432837
9.5,1.773,-0.9505892992
9.6,1.814,-0.9524465203
9.7,1.855,-0.9557765722
9.8,1.898,-0.9575107098
9.9,1.94,-0.9595414996
10,1.982,-0.9644165039
10.1,2.025,-0.9684759378
10.2,2.066,-0.9711611271
10.3,2.107,-0.9745160341
10.4,2.148,-0.9770889282
10.5,2.19,-0.9807335138
10.6,2.232,-0.9838389158
10.7,2.273,-0.9869244099
10.8,2.315,-0.9898242354
10.9,2.357,-0.9926280975
11,2.399,-0.9959722757
11.1,2.44,-1.001072526
11.2,2.48,-0.9998348951
11.3,2.514,-0.9907286763
11.4,2.542,-0.9788973331
11.5,2.562,-0.9672465324
11.6,2.575,-0.9565240145
11.7,2.58,-0.947008431
11.8,2.581,-0.9410989285
11.9,2.581,-0.9396297932
12,2.58,-0.9395173788
12.1,2.58,-0.9385370016
12.2,2.58,-0.9368172884
12.3,2.58,-0.9352384806
12.4,2.58,-0.9350144863
12.5,2.58,-0.9341260791
12.6,2.58,-0.9326057434
12.7,2.58,-0.9312069416
12.8,2.58,-0.9306470156
