,err_angle,err_dist,err_predict
328,0.4126414337,0.0035002367,0.0066683979
329,0.4161712828,0.0036294689,0.00680349
330,0.4292404844,0.0024653228,0.0059500771
331,0.1220369892,0.0230760526,0.0212212157
332,0.6020789946,0.002319386,0.0308697217
333,0.2304540857,0.0008540291,0.0020962722
334,0.2367427944,0.0008863587,0.001308747
335,0.2544053664,0.0012441946,0.0017106435
336,0.254095598,0.0005649045,0.0014305333
337,0.2534475621,0.0024374044,0.0024954136
338,0.05277518,0.0213048184,0.0189698338
339,0.1632285806,0.0007686444,0.0214896935
340,0.1804585515,0.0071419106,0.0068198153
341,0.1481688581,0.0018763187,0.0048523553
342,0.1545870751,0.006065201,0.0051925666
343,0.158247575,0.0049810689,0.0057145994
344,0.1638029405,0.0035309861,0.0040201408
345,0.1610949747,0.0042472746,0.0042769717
346,0.393215118,0.0251157819,0.0288285581
347,0.1993437731,0.0005672832,0.0325929004
348,0.2119533912,0.0049038802,0.004791614
349,0.1490459707,0.0022339429,0.002387181
350,0.1771305216,0.0010814001,0.001638839
351,0.1676483976,0.001439703,0.001625904
352,0.1961215817,0.0019669181,0.0021450968
353,0.1911748119,0.0011641528,0.0016609451
354,0.3343263468,0.0189399822,0.0198193467
355,0.2006953977,0,0.0211826942
356,0.2111720941,0.0013136644,0.0013136644
357,0.5701954198,0.0003759236,0.0014613735
358,0.5898922704,0.000604293,0.001080365
359,0.547004655,0.0006770987,0.0012615712
360,0.509818854,0.000825386,0.0015370283
361,0.1481984564,0.0038605862,0.0034228628
362,0.2007434213,0,0.0049751714
363,0.0650383585,0.0025288832,0.0025288832
364,0.0817666988,0.000339762,0.0001672869
365,0.0543957463,0.0001538527,0.000280518
366,0.2918873569,0.000233771,0.0004680196
367,0.6026881205,0.0002716359,0.0005589114
368,0.1134409411,0.0012231341,0.0009731101
369,0.2014980838,0,0.0019097008
370,0.2938032269,0.0014779013,0.0014779013
371,0.3787848457,0.0027182993,0.0039253015
372,0.3853296701,0.0018738081,0.0038288784
373,0.3968336224,0.0021090808,0.0040043087
374,0.4283982716,0.0021820068,0.0041929038
375,0.1768593794,0.0047964985,0.0043067619
376,0.3599225521,0.0013134704,0.0097995112
377,0.3421014885,0.0049787566,0.0057551237
378,0.2923931216,0.0030949242,0.0063741128
379,0.3013415053,0.0033927253,0.0051967964
380,0.3246190216,0.0028052611,0.0050359293
381,0.3309090536,0.0031593622,0.0055823335
382,0.3304965384,0.0038261873,0.0066193659
383,0.065276478,0.0234737105,0.0202436202
384,0.2033741999,0,0.0318007074
385,0,0,0
386,0.2277451975,0.0034316796,0.0034316796
387,0.5040952381,0.0020160518,0.0051668397
388,0.4732406787,0.0023744383,0.0043381678
389,0.4827139884,0.0023514058,0.0046896879
390,0.6887752556,0.0065263964,0.007727098
391,0.2040442866,0,0.008912963
392,0.3271146113,0.0084866579,0.0084866579
393,0.515816086,0.0022381969,0.0084310563
394,0.5319390033,0.0042162196,0.0079900247
395,0.5501928527,0.0045222527,0.0085618024
396,0.5408157349,0.0040439485,0.0084351767
397,0.0177601317,0.0215231544,0.0169704906
398,0.6013934393,0.0005554537,0.0204845004
399,0.5619190009,0.0054782179,0.0059706672
400,0.5344959262,0.0044085037,0.0107630442
401,0.5577471819,0.0046165281,0.0090740552
402,0.5458382118,0.0046061314,0.0092626038
403,0.5724592928,0.0054471537,0.0100518157
404,0.0542507538,0.0219292624,0.0172458292
405,0.5605384921,0.0008349414,0.0283135401
406,0.4392661523,0.0038115258,0.0045964048
407,0.4201241046,0.0026208956,0.0059812265
408,0.4229594422,0.0018623765,0.0040422313
409,0.4587780601,0.0021003479,0.0040711605
410,0.4502532765,0.0017166949,0.0037838236
411,0.4479996754,0.0017262429,0.0035039733
412,0.0079187008,0.0270067026,0.0252864515
413,0.237192594,0.0012388171,0.0266373952
414,0.3102367162,0.0018898326,0.0034615731
415,0.2839605295,0.0017883223,0.0028785088
416,0.2807640721,0.0017583412,0.0026476135
417,0.2662111316,0.0014419916,0.0023141898
418,0.2057404961,0.0090500923,0.008748773
419,0.1960983818,0.0001305433,0.011955555
420,0.0213002594,0.0009820689,0.0008555388
421,0.0542012934,0.0015579893,0.0007104304
422,0.0343328952,0.00160211,0.0003513371
423,0.0518964454,0.0019397228,0.0006494466
424,0.0296492833,0.002177605,0.0004690926
425,0.1026975325,0.0083494226,0.00672034
426,0.0558693749,0.0009127842,0.0087542094
427,0.1194267489,0.0061690926,0.005511059
428,0.1065937762,0.0033680776,0.0033692222
429,0.1048927281,0.0034488832,0.0021451491
430,0.0986756363,0.0034400178,0.002024589
431,0.1070108968,0.0040221426,0.002682368
432,0.4818304258,0.0250423309,0.0288877127
433,0.1937609255,0.0011867741,0.022754616
434,0.202637697,0,0.0008928735
435,0.4883846779,0.0025013381,0.0025013381
436,0.5093362033,0.0009906267,0.0027070879
437,0.507910279,0.0010563846,0.0021114023
438,0.5995025562,0.0013862193,0.0023458817
439,0.5842357514,0.0011307203,0.0022122834
440,0.4004085318,0.0147872863,0.0156745613
441,0.5201848706,0.0006133852,0.0178540095
442,0.5031503133,0.0036982577,0.0043381833
443,0.4345309423,0.0025736053,0.0062415736
444,0.4868277563,0.0019576577,0.0043588259
445,0.4603815681,0.0021249862,0.0040907315
446,0.4888659948,0.0019146965,0.004005215
447,0.0257025251,0.0217015463,0.0197870598
448,0.0658834557,0.0001366891,0.0205012855
449,0.014568241,0.0003368742,0.0001806758
450,0.2400004188,0.0006554384,0.000727116
451,0.2088854757,0.0014009958,0.0013561408
452,0.0229910363,0.000710399,0.0001411722
453,0.0708471292,0.0008488671,0.0003716088
454,0.3559879479,0.0004384964,0.0011046362
455,0.1527511449,0.0003052754,0.0028516692
456,0.1604807174,0.0030575636,0.0029404508
457,0.1379172995,0.0027440375,0.0022748957
458,0.1224697861,0.002311786,0.0018582593
459,0.1217758091,0.0028300898,0.0020357414
460,0.1287427367,0.0023203704,0.0019745957
461,0.3629401601,0.0008482719,0.0032893974
462,0.1193142922,0.0007038526,0.0040992272
463,0.148468874,0.0039589549,0.0035978203
464,0.1766099109,0.0018754674,0.0030125213
465,0.1680458157,0.0018549159,0.0018184758
466,0.1627588837,0.0018248039,0.0020920895
467,0.1653343971,0.0020253002,0.0018841811
468,0.4161775484,0.0209016044,0.0226348306
469,0.347147098,0.000238081,0.024539507
470,0.378515036,0.0028816746,0.0029966259
471,0.4246781184,0.0026889469,0.0049184601
472,0.4327545098,0.0025040927,0.0050013066
473,0.4119595971,0.0029298575,0.0055112286
474,0.4231942849,0.0020799173,0.0047858504
475,0.0142153973,0.0096388292,0.0071491714
476,0.3462257339,0.0004830983,0.0097273309
477,0.2770646447,0.0050393008,0.0051675396
478,0.2048719413,0.0012825522,0.0027002454
479,0.1973130133,0.0014377373,0.0016767329
480,0.1752332849,0.0015941212,0.0016366495
481,0.1701835025,0.0016641419,0.001777589
482,0.0858002931,0.0151230716,0.0136644813
483,0.0446515113,0.0004144279,0.0176251493
484,0.0696148729,0.0033520143,0.0029498769
485,0.1071966902,0.0018185839,0.0021443137
486,0.0988526336,0.0019899009,0.0011896857
487,0.0828963894,0.0020301427,0.0010611114
488,0.0674975408,0.002033581,0.0009032514
489,0.5054179745,0.0127545497,0.0150018359
490,0.1220440564,0.0002813237,0.0120380361
491,0.1382172143,0.0028180352,0.0025778573
492,0.1642285688,0.0036420153,0.0036304285
493,0.1612643739,0.0040486066,0.0037815799
494,0.1630551076,0.0037310722,0.003589168
495,0.1481814679,0.0027129069,0.0030490243
496,0.1573409226,0.0039976805,0.0035406085
497,0.5544957376,0.0094785278,0.0133258762
498,0.2028053669,0,0.0153533179
499,0.0148849603,0.0052148965,0.0052148965
500,0.2144326619,0.0023711708,0.0046394026
501,0.209517136,0.0025207778,0.0029548418
502,0.2027019618,0.0022885846,0.0028417251
503,0.1989696945,0.0026570948,0.0029150057
504,0.6472122232,0.0138900413,0.0153876831
505,0.204354715,0,0.020582671
506,0.1923214666,0.0009164313,0.0009164313
507,0.5702037651,0.0005841087,0.0012809894
508,0.6065280392,0.0005005962,0.0010023107
509,0.6436142171,0.0004324911,0.0008348744
510,0.2835556843,0.0007856374,0.0010333889
511,0.6797667628,0.0103182782,0.0106093517
512,0.2046852291,0,0.0116916092
513,0.4609767234,0.004878945,0.004878945
514,0.2368095229,0.0023897997,0.0045200065
515,0.2349833712,0.0026928672,0.0035280665
516,0.235276997,0.0028731888,0.0037275743
517,0.2330701971,0.00297844,0.0040136731
518,0.082495709,0.0080836176,0.0058004774
519,0.2031189277,0,0.0131479498
520,0.4006023247,0.005749665,0.005749665
521,0.1411878519,0.00147859,0.0028576254
522,0.1586934556,0.0021698859,0.0018506858
523,0.1648271709,0.0016277146,0.0015509776
524,0.1586371389,0.0012524994,0.0013928559
525,0.3846645669,0.0115788961,0.0128392922
526,0.236103906,4.41705874753E-05,0.0182359019
527,0.0533724558,0.0008455136,0.0008217692
528,0.0579397064,0.000567232,0.0002985593
529,0.1138909028,0.0009544421,0.0006614407
530,0.1012874817,0.0007774666,0.0005079023
531,0.1566785157,0.0006991787,0.0006887014
532,0.1837764561,0.0006730026,0.0006859788
533,0.5778532907,0.0027828572,0.0032499098
534,0.2022197711,0,0.0052994009
535,0.4341742205,0.0017540336,0.0017540336
536,0.2509417943,0.0011310408,0.0024229689
537,0.2558586086,0.0012766473,0.0016648449
538,0.2849139786,0.0014013304,0.0019188924
539,0.701477948,0.0010165343,0.001712587
540,0.3233983716,0.007642514,0.0081804091
541,0.2015774529,0,0.01448057
542,0.3883400808,0.0018285135,0.0018285135
543,0.67519885,0.0017726635,0.0031712113
544,0.6058244134,0.0011570741,0.0022194361
545,0.6218474207,0.0014823989,0.0025892509
546,0.6037968592,0.0018024754,0.0027895832
547,0.1224555968,0.0056190543,0.0045385126
548,0.2008051599,0,0.0098539335
549,0.1755113671,0.0034774088,0.0034774088
550,0.3842349222,0.0015705518,0.0038497036
551,0.471191313,0.0014701282,0.0031235067
552,0.4112979689,0.0016593925,0.0032006984
553,0.4041883496,0.0020135165,0.0036753729
554,0.0393519322,0.005756996,0.0036263965
555,0.3875664982,0.0002338306,0.0060387882
556,0.4203613955,0.0034475238,0.003656966
557,0.3796070868,0.0019672108,0.0048311119
558,0.3774683339,0.0042724629,0.0070483749
559,0.3786174028,0.0024163841,0.0051977
560,0.3735309978,0.003111655,0.0070743344
561,0.0053560303,0.0095809726,0.0062553575
562,0.3346510639,0.0007384317,0.0102433958
563,0.3567468115,0.003996175,0.0044248728
564,0.4256868703,0.0016312533,0.0053281384
565,0.3706874984,0.0025689845,0.0040780569
566,0.3938476872,0.0018445213,0.0036425393
567,0.3970940323,0.0020060924,0.003847756
568,0.1445000465,0.0194241835,0.0182901198
569,0.2906262831,0.000380656,0.0306896758
570,0.271919829,0.0042785252,0.0043517783
571,0.2558520141,0.0024383112,0.0046948171
572,0.2551802866,0.0027790543,0.0040005949
573,0.2558149949,0.002598708,0.0040869403
574,0.2532701447,0.0030518462,0.0044597
575,0.1430029221,0.0068642306,0.0054481355
576,0.2341574295,0.0004114588,0.011811793
577,0.2480932432,0.0049516249,0.0049791454
578,0.2596174231,0.0022929268,0.0047969718
579,0.256631782,0.0019833206,0.0031273521
580,0.2490421606,0.0026432379,0.0036248401
581,0.2452948237,0.0024133417,0.003415638
582,0.2873557813,0.015565721,0.0163358322
583,0.5982882289,0.0002352823,0.0270733062
584,0.6305237829,0.0016323799,0.0017929917
585,0.5862225711,0.0010720898,0.002135209
586,0.5986997192,0.0011551751,0.0021548334
587,0.5665258339,0.0009224882,0.0020036591
588,0.6353440403,0.001233149,0.0020256496
589,0.0271782173,0.0033335395,0.0023766562
590,0.6096252089,0.0002081269,0.0038171097
591,0.2830346183,0.0024844196,0.0025521616
592,0.2345177008,0.0016295597,0.002286354
593,0.2392312124,0.0014291919,0.0019853856
594,0.2358825806,0.001639085,0.0020620397
595,0.2364528942,0.0010582899,0.0016835369
596,0.0650894128,0.0057295657,0.0045733297
597,0.1521971555,0.000247288,0.0067580635
598,0.2458205741,0.0015901619,0.0016027326
599,0.6322041454,0.0013829024,0.0027667302
600,0.6397223083,0.0015148369,0.0027210067
601,0.6536402496,0.0016821261,0.0027845123
602,0.6344934367,0.0012708922,0.0024197427
603,0.3189676212,0.0120103277,0.0125827242
604,0.471221347,0.0002991627,0.0134801626
605,0.5169977721,0.0019785893,0.0022616157
606,0.6672351285,0.000926666,0.0027130265
607,0.6208342038,0.0008155391,0.0013679076
608,0.6396387483,0.0007857848,0.001307721
609,0.6140067592,0.0008160022,0.001443384
610,0.5103056513,0.0005349725,0.0012171823
611,0.0226293765,0.0154750217,0.0149497869
612,0.2005952657,0,0.0158765755
613,0.4067929549,0.0016411213,0.0016411213
614,0.6010817095,0.000157225,0.0007524903
615,0.6260141399,0.000218066,0.0003940829
616,0.5980755746,4.45616519142E-05,0.0002243025
617,0.2646062899,0.0001543308,0.000173445
618,0.3409749164,0.0075898123,0.0076439019
619,0.1996174173,0,0.0108695452
620,0.0601353085,0.0042670229,0.0042670229
621,0.2426038759,0.0027579786,0.0052399785
622,0.2370106618,0.0027753321,0.0037880252
