,err_angle,err_dist,err_predict
623,0.2365083287,0.0031723762,0.0043162655
624,0.2321326396,0.0028824235,0.004124592
625,0.0308762351,0.0040646786,0.0010633684
626,0.2095254583,0.0004671211,0.0098848048
627,0.0952273969,0.0017663981,0.0014495145
628,0.1390256447,0.0012659855,0.0024424267
629,0.1463500427,0.0016749374,0.0014216611
630,0.1478081917,0.0018000797,0.0015580448
631,0.1528505067,0.0018734375,0.0016922536
632,0.2559122627,0.010320734,0.0105724998
633,0.0082144028,0.0001765956,0.017588197
634,0.14592921,0.0011016863,0.0010004875
635,0.3294157144,0.0008934795,0.0013255283
636,0.3252753624,0.0009852966,0.0014280699
637,0.333355596,0.000844273,0.0013378633
638,0.4037232802,0.0005312978,0.0011222369
639,0.4667011293,0.0079453647,0.0086569411
640,0.3996114034,0.0002897578,0.0092452138
641,0.3077373839,0.0009540892,0.0011054189
642,0.0858782517,0.0006398304,0.0006549989
643,0.0909770611,0.0007519187,0.0004359329
644,0.0655587981,0.0007933931,0.0003211252
645,0.1172280667,0.0009308696,0.0006432614
646,0.0366895215,0.013217355,0.0124098032
647,0.0185160243,0.0005712222,0.0127533747
648,0.0590619478,0.0031951493,0.0026954368
649,0.065258201,0.0017978804,0.0015377462
650,0.0280220896,0.0014809063,0.0003682703
651,0.0210971003,0.0018704819,0.000403278
652,0.0222948898,0.0018251477,0.0002559959
653,0.5235115001,0.015795627,0.0176698545
654,0.1359660945,0.0001343402,0.0158461393
655,0.1320922676,0.0014744233,0.001414851
656,0.0164712624,0.0007523075,0.0002912761
657,0.0091295932,0.0008056294,4.62488321759E-05
658,0.0105640776,0.0009932991,0.0002582242
659,0.0217806752,0.0010285268,0.000186378
660,0.5830993989,0.0107046215,0.011613287
661,0.2306889117,0.0001308227,0.0117263735
662,0.6967366497,0.0002784949,0.0003608302
663,0.6946549726,0.0008736453,0.0017100254
664,0.6836805278,0.0006759514,0.0014324307
665,0.2787723287,0.0015384948,0.0020328437
666,0.286556713,0.0015725541,0.0021266401
667,0.2617414136,0.0018785781,0.0023296073
668,0.6142098827,0.000102768,0.0061534633
669,0.5824431537,0.0015758468,0.0016634465
670,0.4322748505,0.0021820707,0.0037636694
671,0.4494493477,0.0011253,0.0028836308
672,0.3995411688,0.0022022011,0.0035935686
673,0.4339154334,0.0014534395,0.003035809
674,0.39798412,0.0014064706,0.0027622865
675,0.238017572,0.0073418846,0.0073838324
676,0.2029780317,0,0.0058671489
677,0.1937526011,0.0047595838,0.0047595838
678,0.4210651959,0.0012526509,0.0045438557
679,0.4395363181,0.0016934902,0.0032713152
680,0.4056783984,0.0024579542,0.0040123818
681,0.4303252964,0.0014704667,0.003105098
682,0.0968091966,0.0151408949,0.0127482135
683,0.5546457559,0.0001162516,0.0255422543
684,0.5678440463,0.0014853329,0.0017421063
685,0.5932995947,0.0013053459,0.0027804517
686,0.5174870299,0.0006541566,0.0018698461
687,0.6030539064,0.0010917624,0.0021180134
688,0.6174162536,0.001323876,0.002348191
689,0.6611572598,0.0010473457,0.0021637328
690,0.0497983161,0.006943367,0.006060295
691,0.5930848919,0.0003543106,0.0078078925
692,0.5767862921,0.0006311314,0.0016465205
693,0.6779512008,0.0008861349,0.001448096
694,0.5864560599,0.0003866474,0.0010310412
695,0.2858587989,0.0005509615,0.0011498351
696,0.2683421056,0.0010420345,0.0013478053
697,0.0354727222,0.0047055681,0.0037227764
698,0.1577431471,0.0015663964,0.0058233402
699,0.0029382086,0.000605984,0.0002819871
700,0.0588361014,0.0009972512,0.0003845504
701,0.046915965,0.0012004276,0.0004018922
702,0.0035867143,0.0013067249,9.09146007537E-05
703,0.370555483,0.0029667633,0.0039736803
704,0.0754925602,0.0003747568,0.0060591458
705,0.1254750551,0.0032368995,0.0029402262
706,0.0827627506,0.0042515171,0.0025283909
707,0.0099915837,0.0067631974,0.0031203133
708,0.003806737,0.0082483077,0.001437547
709,0.0049056852,0.0082913082,0.0002574669
710,0.1770193308,0.0048442582,0.0075549229
711,0.0188941444,0.0020832788,0.0104850454
712,0.016516174,0.0192508622,0.0173991902
713,0.0020093743,0.0139962023,0.0094721301
714,0.0079595057,0.0185082556,0.0042220195
715,0.0115068436,0.0140005314,0.0030558778
716,0.0152137073,0.0139419586,0.0026423148
717,0.0806525718,0.0290295685,0.0180151269
718,0.0127888485,0.0049017682,0.027430576
719,0.0340668912,0.0303588537,0.0260507057
720,0.0204798243,0.0222019994,0.0126473929
721,0.0186914893,0.0197117315,0.0034244773
722,0.0050097268,0.0194891018,0.0006463875
723,0.0125753403,0.0199190697,0.0015805051
724,0.0613844424,0.0104327139,0.0110140871
725,0.0223361713,0.027920356,0.0168525379
726,0.0030061167,0.0213564495,0.0097969437
727,0.0075250694,0.0203025156,0.0013203199
728,0.0016448695,0.0255974953,0.004620512
729,0.0098885565,0.0159441485,0.0067606249
730,0.5774062396,0.0072212885,0.0235537148
731,0.0461509689,0.0262649522,0.0152806934
732,0.0466259032,0.0223627566,0.009555324
733,0.054861254,0.0145536464,0.0070282791
734,0.0544592726,0.0208954007,0.0077172876
735,0.0505480964,0.0176360219,0.006145216
736,0.5465346212,0.0265920815,0.04369823
737,0.0597609973,0.0023821115,0.0253291982
738,0.0550661789,0.025594043,0.0237713856
739,0.0865079659,0.0138721214,0.0183637043
740,0.0890142692,0.0119147111,0.0065095009
741,0.1084774584,0.0145007217,0.009146289
742,0.0962642989,0.0108249829,0.0067340578
743,0.0488928988,0.0340325194,0.0246754371
744,0.2181251469,0,0.0389800477
745,0.1779962159,0.0267232199,0.0267232199
746,0.0186631861,0.0117983284,0.0135207673
747,0.0008188778,0.0077027267,0.0028231974
748,0.006225357,0.0032209704,0.0067806288
749,0.0139887943,0.0501502334,0.0467995582
750,0.0039344393,0.0128961351,0.0367798162
751,0.0256143979,0.0112022322,0.0021857163
752,0.067364412,0.0103691847,0.0048259126
753,0.0656657342,0.0096987301,0.0040128612
754,0.0197174248,0.0619970342,0.0532124797
755,0.0289033496,0.0034027451,0.057589285
756,0.035177508,0.0249429292,0.0215005375
757,0.0298274615,0.0144160843,0.0157534511
758,0.0500263042,0.0135348253,0.0041899783
759,0.0360050285,0.0118820244,0.0029623125
760,0.0071998262,0.0595548355,0.0463489472
761,0.0184815345,0.0219037763,0.0343651857
762,0.0265786477,0.0175032566,0.0047207908
763,0.0251165306,0.0167330775,0.0038077772
764,0.0333236579,0.0173051578,0.0036022498
765,0.0262929521,0.016523454,0.0028733091
766,0.0634759461,0.0153246427,0.0063476024
767,0.0398938047,0.0228034547,0.0108336932
768,0.0767137209,0.0159555069,0.0127530511
769,0.0903623871,0.0177729146,0.0098269237
770,0.0954360673,0.0193517987,0.0109394408
771,0.0895264565,0.0182351432,0.0098525621
772,0.0733298233,0.0142595071,0.0077743259
773,0.0666119248,0.0223253737,0.0133152445
774,0.0596343965,0.0135106878,0.0097516217
775,0.0493879463,0.0149087755,0.0048630548
776,0.0476875606,0.016523994,0.0049092265
777,0.0318992238,0.0139796353,0.004047426
778,0.1440339275,0.016524478,0.0136220581
779,0.0233355509,0.0249267051,0.0074259017
780,0.0027392056,0.0122104105,0.0075966844
781,0.0101105511,0.0165186786,0.0013978775
782,0.0057277368,0.0151987196,0.0020700699
783,0.0122201819,0.0201729152,0.0053638789
784,0.3786964765,0.2816686664,0.2967547288
785,0.0740964606,0.0232399438,0.2448157564
786,0.0385068403,0.0199068639,0.0058445208
787,0.0398801959,0.0224848597,0.0061360326
788,0.0474824229,0.0213646035,0.0068446981
789,0.0702537021,0.0358305254,0.0188912415
790,0.0363350078,0.0033535548,0.0497139292
791,0.0002183306,0.0394636064,0.0360945482
792,0.0270005874,0.0249727107,0.0158218974
793,0.0401715203,0.024312445,0.0063914899
794,0.0357971304,0.0229476784,0.0056100796
795,0.5812548337,0.0256158337,0.0470413677
796,0.0116585484,0.0029350114,0.0264219291
797,0.022062898,0.0357015427,0.0331931548
798,0.0196575085,0.0236896915,0.0226547241
799,0.0137105363,0.0134826477,0.0076378394
800,0.0169639583,0.0239028036,0.009194956
801,0.587646243,0.0249827695,0.0504745199
802,0.0234703799,0.0225731636,0.0082057944
803,0.0085053415,0.0200178438,0.0067954697
804,0.0036124871,0.0197025773,0.0004921772
805,0.0019640699,0.0239526769,0.0014098924
806,0.5622881957,0.0215179891,0.0422554751
807,0.000865206,0.0039538263,0.0258534378
808,0.0058289597,0.0269475966,0.0227977516
809,0.0331146915,0.0265025475,0.0057291439
810,0.0278318898,0.0124855517,0.009511185
811,0.0379036935,0.0196457575,0.005676104
812,0.0270127247,0.0165175624,0.0039413391
813,0.0270483766,0.0048434347,0.0186674574
814,0.0333992914,0.037844809,0.033190732
815,0.0430379724,0.0209803189,0.0209395179
816,0.0385247267,0.0205211097,0.004946486
817,0.0342492136,0.0211163965,0.0045963256
818,0.4971879139,0.0422109985,0.0622044564
819,0.0293035658,0.0183314034,0.0257472683
820,0.0100723955,0.0158345136,0.0045937316
821,0.0036408514,0.010063655,0.0044594253
822,0.0296379779,0.0130288837,0.0024314774
823,0.4190769145,0.0109445433,0.0241125613
824,0.0271907163,0.0066279374,0.0045032472
825,0.0262467136,0.0116173748,0.0051322375
826,0.0435889591,0.0065591614,0.0100740992
827,0.0163798029,0.0048967325,0.0037490812
828,0.0137767,0.0065586279,0.0008015805
829,0.0137298518,0.0360129158,0.0273580211
830,0.0266973921,0.0043797951,0.042902284
831,0.0524083049,0.0104151233,0.0058539534
832,0.0046342463,0.0066472411,0.0057979246
833,0.0615351318,0.0057705671,0.0033313119
834,0.1017100959,0.0062702789,0.0044394831
835,0.0004865278,0.0499184018,0.0425364816
836,0.0515021162,0.0010459159,0.0494188018
837,0.0460620262,0.0202625127,0.0192299685
838,0.0044288512,0.010101482,0.0120138123
839,0.0091253328,0.0097856969,0.0013560978
840,0.0111132808,0.0091564053,0.0025118804
841,0.002131174,0.032430632,0.0219166894
842,0.0090820002,0.0194075253,0.0135753489
843,0.0047224208,0.007825763,0.0095473275
844,0.0121447762,0.0135889858,0.0028392283
845,0.0329881969,0.0124583293,0.0035383271
846,0.6486734664,0.0623937883,0.07279082
847,0.0391756872,0.0028374256,0.0449224337
848,0.0843036441,0.0294369607,0.0270420844
849,0.1595095034,0.0124527488,0.0264563048
850,0.5052252337,0.0067278351,0.0159741824
851,0.4394393171,0.0064646608,0.0129517508
852,0.4530772386,0.0055608747,0.0141399526
853,0.5071818085,0.0012591913,0.0211105951
854,0.4007468268,0.00908399,0.0126194253
855,0.4695450759,0.0117241101,0.0193868692
856,0.4572303201,0.0121453643,0.023385835
857,0.0509246897,0.0122605073,0.0039417777
858,0.5366829576,0.0030493514,0.0205546481
859,0.4454844858,0.0083938859,0.0112479506
860,0.43018547,0.0060250316,0.014578269
861,0.4372799792,0.0061466909,0.0118555182
862,0.4213229483,0.0052621177,0.0105929225
863,0.0072455635,0.0824549681,0.0777564205
864,0.0364632681,0.0008900256,0.097384009
865,0.0633489549,0.0103724714,0.0095807044
866,0.0062466169,0.0062715193,0.003254879
867,0.0122176669,0.0062151484,0.0004869754
868,0.0031458625,0.0093135136,0.0028852753
869,0.5307856655,0.0184341699,0.0275848362
870,0.0479260092,0.0081885486,0.0121178336
871,0.0199320127,0.0056042828,0.0025371618
872,0.0231125026,0.0060188335,0.000919051
873,0.0218494952,0.006576576,0.0009931506
874,0.4963280441,0.0362205785,0.0428128936
875,0.0355378621,0.0009287256,0.0361486104
876,0.0685944915,0.003270559,0.0024952152
877,0.039020887,0.0037347823,0.0009856059
878,0.0546128504,0.0042836388,0.0014632657
879,0.0516017602,0.0045694885,0.0014599179
880,0.0447533632,0.0049335765,0.0013899586
881,0.530839311,0.0126507124,0.0176367951
882,0.1111827544,0.0063182061,0.0086892321
883,0.0740527594,0.0051086795,0.0024068992
884,0.0719700367,0.0072361715,0.0034736639
885,0.0696341349,0.0071699393,0.0031377774
886,0.0840622378,0.0064532965,0.0034293842
887,0.4950026262,0.0233316738,0.0301123196
888,0.0537456228,0.000501421,0.0276045243
889,0.0727857503,0.007664799,0.0072657748
890,0.0483369575,0.0033627407,0.0037126828
891,0.0585863095,0.0034401035,0.0014913758
892,0.0600218745,0.0047897723,0.0020692555
893,0.0477515167,0.0040877685,0.0014233858
894,0.4802419302,0.0360505313,0.0400774428
895,0.3366599696,0.0008046865,0.0321652398
896,0.5048991624,0.0008128953,0.002426883
897,0.4988290123,0.0016026997,0.0025328246
898,0.4447477108,0.0014563765,0.0030847129
899,0.4246458072,0.0017340739,0.0034286754
900,0.5682018308,0.0045041569,0.0064287359
901,0.4820274411,0.0003301538,0.0057317187
902,0.468881502,0.0056367343,0.0059833946
903,0.4272185059,0.0040659837,0.0102997524
904,0.4363451086,0.0056778055,0.0095396574
905,0.424986089,0.004582128,0.0102242156
906,0.4308110786,0.0067517929,0.0112049707
907,0.0125848933,0.019658375,0.0128259088
908,0.4581601693,0.0043674316,0.0250110625
909,0.3748418993,0.0045884337,0.0088949175
910,0.3890588851,0.0042325146,0.0088135085
911,0.3805254485,0.0055600109,0.0095823865
912,0.3764574164,0.0044442661,0.0091566715
913,0.035001868,0.030847574,0.0256066121
914,0.2860457611,0.000042031,0.0366193771
915,0.2684057634,0.0036840255,0.0037009339
916,0.2844052659,0.0018392551,0.0041906242
917,0.2659219136,0.0021037755,0.0030918094
918,0.2608935456,0.0014251,0.0026358794
919,0.2467895812,0.002354255,0.0029913197
920,0.1067013492,0.0073504519,0.0055263068
921,0.1750035867,0.0026654528,0.0130739446
922,0.0043022586,0.0017885872,0.0002310895
923,0.0252785272,0.0021118566,0.0004499928
924,0.0074943813,0.0017426715,0.000296971
925,0.0038166836,0.0025979772,0.0008017023
926,0.2960427923,0.0057083868,0.0068855229
927,0.0056161315,9.88676120209E-05,0.0059308755
928,0.0034266413,0.0023428569,0.0022385242
929,0.0809351649,0.0005147759,0.0022862876
930,0.1013472782,0.0004524772,0.0003687712
931,0.0689575761,0.0006979421,0.0002956274
932,0.493993007,0.0191423864,0.0199833135
933,0.4610540522,0.0002199842,0.0214464576
934,0.3815733644,0.0043336748,0.00451592
935,0.4486019735,0.0013600204,0.0045223193
936,0.4428671694,0.0022406776,0.0035665639
937,0.463349912,0.0016241677,0.0038081131
938,0.464265939,0.0017543038,0.0034154619
939,0.0462545479,0.0149121557,0.0131425181
940,0.2038745622,0.0014987718,0.0157704566
941,0.0529638068,0.0021450882,0.0015848105
942,0.0598436589,0.0019595701,0.000787949
943,0.0648891457,0.0020392737,0.0008129366
944,0.0312820804,0.00216533,0.0004447127
945,0.0120465504,0.0068076016,0.0046158957
946,0.055559376,0.0002709762,0.0076397394
947,0.0356197377,0.0058652176,0.0056289309
948,0.0326635966,0.0023495695,0.0032445442
949,0.0054563846,0.0041543372,0.0015812974
950,0.0025845653,0.0039188361,0.0002070702
951,0.4931653276,0.0236262162,0.0271245448
952,0.0340516588,0.0003825955,0.0266453615
953,0.0418908975,0.0009572236,0.0005797386
954,0.2061751748,0.001491383,0.0031093428
955,0.2216378615,0.0013799718,0.0020072523
956,0.2382978381,0.0012090239,0.0020172223
957,0.2489145408,0.0019622431,0.0024689028
958,0.5437381872,0.0094489835,0.0116324485
959,0.3355257595,0.0005622412,0.012253325
960,0.3722517636,0.004305714,0.0046451729
961,0.4047984276,0.0019569387,0.0054070498
962,0.3973849776,0.0026507519,0.0048950093
963,0.4302455088,0.0020570794,0.0045373692
964,0.4164828941,0.0036153877,0.0058210396
965,0.0804761487,0.0102448419,0.0071702515
966,0.5513117599,0.0027250027,0.0215493207
967,0.4825587893,0.0020101365,0.0046959751
968,0.4926560978,0.0026762453,0.0046833397
969,0.4834783479,0.003412709,0.0059881184
970,0.521563328,0.0030266023,0.0064027449
971,0.0158343296,0.0126207642,0.0095078056
972,0.5515620757,0.0001671608,0.0132043563
973,0.4805621287,0.0026399816,0.0027992784
974,0.3728166259,0.0024955814,0.0049288393
975,0.3823913171,0.0014727758,0.0033955008
976,0.3573399511,0.0027840007,0.0039700503
977,0.3810001663,0.0020439345,0.004083596
978,0.0092225005,0.0171370077,0.0152087189
979,0.1331916207,0.0008994605,0.0175864546
980,0.2385852233,0.0016103453,0.0021617316
981,0.2269915753,0.001403935,0.0016612824
982,0.1945451136,0.0010020441,0.0012431856
983,0.1871477914,0.0007753111,0.0010876912
984,0.6303380947,0.0048393464,0.0055770936
985,0.2356632673,0.0001012884,0.0126373139
986,0.1307516627,0.0022291669,0.0021992736
987,0.0051917694,0.0015225877,0.0001309921
988,0.0313490488,0.0017567379,0.0003739595
989,0.0277609203,0.0015244889,0.0003797341
990,0.0449124979,0.0028396881,0.0013372069
991,0.0108069608,0.0012086299,0.0036055037
992,0.1063341094,0.003358505,0.0025603199
993,0.0659752248,0.0022080475,0.001198079
994,0.0438967685,0.0021051818,0.0006109325
995,0.0653695817,0.0022703194,0.0009234823
996,0.0656621577,0.0024594663,0.0009897645
997,0.6560577021,0.0626855609,0.0640822046
998,0.0909289482,0.000124957,0.0368768796
999,0.1668575904,0.005254905,0.0051859461
1000,0.2133987916,0.00250763,0.005509343
1001,0.2124012882,0.0029142493,0.0039045921
1002,0.204280394,0.0035968985,0.0045093961
1003,0.2018090389,0.0035286749,0.0045228784
1004,0.5311275905,0.0241458409,0.0284636604
1005,0.4374796417,0.0025767774,0.0330495013
1006,0.3847564451,0.0030681053,0.006082443
1007,0.3933502226,0.0029809772,0.0059422762
1008,0.4007924386,0.0030474237,0.0061028671
1009,0.3810945785,0.0030948324,0.0060640659
1010,0.0470645651,0.0179434815,0.0146581143
1011,0.2982433781,4.51048332055E-05,0.0246663863
1012,0.1628047726,0,4.98657318633E-05
1013,0,0,0
1014,0,0,0
1015,0,0,0
1016,0,0,0
1017,0,0,0
1018,0,0,0
1019,0,0,0
1020,0,0,0
1021,0,0,0
1022,0,0,0
1023,0,0,0
1024,0,0,0
1025,0,0,0
1026,0,0,0
1027,0,0,0
1028,0,0,0
1029,0,0,0
1030,0,0,0
1031,0,0,0
1032,0,0,0
1033,0,0,0
1034,0,0,0
1035,0,0,0
1036,0,0,0
1037,0,0,0
1038,0,0,0
1039,0,0,0
1040,0,0,0
1041,0,0,0
1042,0,0,0
1043,0,0,0
1044,0,0,0
1045,0,0,0
1046,0,0,0
1047,0,0,0
1048,0,0,0
1049,0,0,0
1050,0,0,0
1051,0,0,0
1052,0,0,0
1053,0,0,0
1054,0,0,0
1055,0,0,0
1056,0,0,0
1057,0,0,0
1058,0,0,0
1059,0,0,0
1060,0,0,0
1061,0,0,0
1062,0,0,0
1063,0,0,0
1064,0,0,0
1065,0,0,0
1066,0,0,0
1067,0,0,0
1068,0,0,0
1069,0,0,0
1070,0.0204825444,0.018475483,0.0024669474
1071,0.0184675986,0.0178762254,0.0021565631
1072,0.0240661701,0.0454755464,0.027988773
1073,0.0282529965,0.0180321738,0.0278307392
1074,0.0072608584,0.0230732146,0.0053453267
1075,0.0194201508,0.0183990586,0.005311478
1076,0.0236347597,0.0516872141,0.0336875619
1077,0.028330356,0.0212252209,0.0309303481
1078,0.0366174476,0.0366051487,0.0168687813
1079,0.0295651526,0.0219551453,0.0146213136
1080,0.0378411802,0.0208027793,0.0051742953
1081,0.0086596883,0.0274063142,0.0068771552
1082,0.029452169,0.0226272781,0.0076268962
1083,0.0345186556,0.0202158306,0.0057437227
1084,0.0395820097,0.0222544833,0.005489932
1085,0.0029797211,0.0342215757,0.0119882363
1086,0.0137123648,0.0258676464,0.0094698836
1087,0.0163650776,0.027215338,0.0030526047
1088,0.0277189091,0.0205721787,0.0077960733
1089,0.0244977464,0.023076732,0.0043575481
1090,0.0034767454,0.0345364066,0.0117269992
1091,0.0236373946,0.0219074595,0.0133612275
1092,0.0214663483,0.0531160732,0.03173012
1093,0.0113391067,0.0322856779,0.021110212
1094,0.0192015297,0.026967817,0.0064175968
1095,0.0179992016,0.0292671009,0.0039369562
1096,0.0063151831,0.031959331,0.0029735027
1097,0.0219636156,0.025763635,0.0076780341
1098,9.43915650215E-05,0.0336768222,0.0078768305
1099,0.0171491021,0.0189684191,0.0153670975
1100,0.0033590025,0.0291677847,0.0100441212
1101,0.0182610276,0.024052515,0.0064661675
1102,0.0045064493,0.0313915983,0.0066870339
1103,0.0145328554,0.0229786648,0.0097338482
1104,0.0059751854,0.0364913334,0.0126032143
1105,0.025466182,0.0250670087,0.0138146898
1106,0.0167473802,0.0402353385,0.0126207811
1107,0.0134470882,0.0309889176,0.0125398027
1108,0.0093472032,0.0265651719,0.009083609
1109,0.0193472179,0.0246661598,0.0108040536
1110,0.0022449313,0.0203537101,0.0157219027
1111,0.0023619113,0.0164111247,0.0210962817
1112,0.017848099,0.0147687774,0.0206007241
1113,0.0108331015,0.0140076092,0.0212059425
1114,0.0053148458,0.0092123727,0.0254634458
1115,0.0094904403,0.0097852595,0.021913879
1116,0.0052459269,0.0097426784,0.0222605328
1117,0.0034107794,0.0077761922,0.0247740975
1118,0.0158911312,0.0076707704,0.0242941354
1119,0.0287320764,0.0080065635,0.0237759177
1120,0.0263394239,0.0090646217,0.0223902069
1121,0.0246195932,0.0068541696,0.0258320069
1122,0.0318810816,0.0063565909,0.0242985005
1123,0.1206290425,0.0077673377,0.0244689466
1124,0.238973448,0.0222160328,0.032710565
1125,0.217576632,0.0181086436,0.0191912051
1126,0.1061596492,0.0120249321,0.0102722696
1127,0.0767021089,0.009883561,0.0157883758
1128,0.0997901118,0.0132429228,0.0192221186
1129,0.0856901024,0.014170079,0.0144655584
1130,0.0838455723,0.014376308,0.0170063235
1131,0.0447319806,0.0148645556,0.0147841511
1132,0.0612602819,0.0148937772,0.0188698187
1133,0.0938744204,0.014091295,0.0194096797
1134,0.0592628758,0.0124256261,0.015706324
1135,0.0063629354,0.0153611477,0.0136435272
1136,0.0074469436,0.0165896905,0.0179819309
1137,0.0104185383,0.0182637293,0.0145549316
1138,0.0386306955,0.0190515739,0.0109457772
1139,0.0013967677,0.0203264563,0.0023983495
1140,0.0095719109,0.0215109215,0.0040116263
1141,0.0146044,0.0236929256,0.0022528152
1142,0.0042552882,0.0255264118,0.0010842858
1143,0.0012447303,0.0258505306,0.0004932902
1144,0.0094722352,0.0289094615,0.0019436838
1145,0.0096456654,0.0260197282,0.0070003557
1146,0.010437508,0.0276328648,0.0026954085
1147,0.0162378262,0.0254597727,0.0048671691
1148,0.0042079211,0.0254922032,0.0015846229
1149,0.022173526,0.0245412917,0.0047817089
1150,0.0057217559,0.0239320647,0.001219811
1151,0.021830055,0.0252416262,0.0034598991
1152,0.9914727161,0.0272734985,0.0019794112
1153,0.9903306189,0.02722185,0.0019764727
1154,0.9933752084,0.0260678044,0.002114387
1155,0.0060010348,0.0259948477,0.0016319595
1156,0.9791706659,0.0221586229,0.0060624751
1157,0.0111576275,0.0231599559,0.0018601096
1158,0.0076204167,0.0224300069,0.0015818456
1159,0.0093908903,0.0216429733,0.0017485991
1160,0.9791930247,0.0209808572,0.00274994
1161,0.9808140883,0.0279370903,0.0074565683
1162,0.0020529132,0.0250257718,0.0029679927
1163,0.0112224837,0.0276487728,0.0031958028
1164,0.9853169701,0.0311324853,0.0043160349
1165,0.9720875797,0.0289308576,0.005618263
1166,0.9809071596,0.026229365,0.0042959837
1167,0.0126107331,0.0246440722,0.002662144
1168,0.0030944368,0.0265575412,0.0019261191
1169,0.9661957551,0.0315281933,0.0076925777
1170,0.0043816617,0.0257073856,0.00572645
1171,0.0162636323,0.0242791279,0.0029390653
1172,0.0185400957,0.0223163158,0.0032867752
1173,0.01064743,0.0237693717,0.002219937
1174,0.007130097,0.0250370701,0.001710014
1175,0.006348603,0.0251168424,0.0010056093
1176,0.0001420555,0.0239807337,0.001132392
1177,0.0031757097,0.0262209961,0.0022519095
1178,0.0019487134,0.0249546997,0.0013377359
1179,0.0042007768,0.0280232063,0.0031394815
1180,0.0016081841,0.0251657251,0.0029068511
1181,0.0045513309,0.0241362132,0.0012588144
1182,0.0066256987,0.0285275951,0.0044985988
1183,0.9822661677,0.0276067246,0.0030565043
1184,0.0075158593,0.0251670334,0.0026339456
1185,0.9838345971,0.0239455872,0.0026020015
1186,0.9674990705,0.0297796489,0.0078353931
1187,0.9845229711,0.0294075927,0.0026239085
1188,0.9836798522,0.0274721468,0.0032342242
1189,0.0081952797,0.0261106578,0.0018709973
1190,0.9871746408,0.0290049427,0.0035204094
1191,0.0087390167,0.0266776843,0.0028047804
1192,0.0015218307,0.0267066823,0.0002577482
1193,0.0077605349,0.0291947532,0.0028272971
1194,0.989667121,0.0262686323,0.0033943885
1195,0.9860483779,0.0292312975,0.0036639366
1196,0.9846969169,0.0258981142,0.0041310248
1197,0.9863953759,0.0284842969,0.0033715443
1198,0.9844402557,0.0278888624,0.0026042051
1199,0.9815179588,0.0281143031,0.0030328472
1200,0.9829203395,0.0233088708,0.005480358
1201,0.9816947525,0.025258336,0.0032300516
1202,0.9801933652,0.0278764687,0.0040903644
1203,0.9787450628,0.0326972012,0.0062421522
1204,0.976207093,0.0289335191,0.0056571088
1205,0.9834048865,0.0257574755,0.0039845991
1206,0.9852978705,0.0285483158,0.0036585973
1207,0.0078132495,0.0266752029,0.0023351622
1208,0.0091685831,0.0227477595,0.0043119023
1209,0.983387464,0.0297237612,0.0072661048
1210,0.0075337616,0.0296001055,0.0014232726
1211,0.9838217126,0.0261555102,0.0043604902
1212,0.9835199712,0.026384534,0.0025165733
1213,0.9875493544,0.0269303389,0.0019422897
1214,0.9891434651,0.0289552032,0.0025880376
1215,0.0043434128,0.028088643,0.0012867937
1216,0.0045639548,0.0274380597,0.0011730806
1217,0.0074163542,0.0264643348,0.0016477093
1218,0.9887450684,0.0273911429,0.0019249722
1219,0.9861793914,0.024079002,0.0038688012
1220,0.9858625283,0.0240175041,0.0019406772
1221,0.9866757144,0.0245081902,0.0019066161
1222,0.9827162674,0.0248055852,0.0024986749
1223,0.9802169518,0.026952766,0.0034836675
1224,0.9792754297,0.0275503615,0.0034191867
1225,0.9667775252,0.0246499023,0.0081870602
1226,0.9663663829,0.0221902141,0.013221752
1227,0.9655180396,0.0170513576,0.0212907499
1228,0.0301363854,0.013602188,0.0216490956
1229,0.9499636427,0.0102130783,0.0229137142
1230,0.9477284429,0.0090755239,0.022103626
1231,0.027750598,0.0078093188,0.0236019172
1232,0.0203249045,0.0073802219,0.0225981688
1233,0.9306260987,0.0065143572,0.0236571683
1234,0.060686049,0.0055327691,0.0264049501
1235,0.9066015241,0.0039547821,0.0282582426
1236,0.9157262888,0.0054564385,0.02530046
1237,0.064216352,0.0068670634,0.0248681107
1238,0.06880544,0.0067533915,0.0246756357
1239,0.8747809057,0.0067186188,0.0255296132
1240,0.8388486085,0.0065135888,0.0250369922
1241,0.8306997499,0.0056159935,0.0261303468
1242,0.7884198471,0.0076199178,0.0282226754
1243,0.8017856595,0.0064296247,0.024948264
1244,0.1102825897,0.0062431836,0.0220799507
1245,0.120341213,0.008212447,0.0214576903
1246,0.0600116482,0.0105649943,0.0151492276
1247,0.0686915864,0.0106787219,0.017105338
1248,0.0265379613,0.0132057993,0.0124787955
1249,0.0394736164,0.0134605345,0.0160886302
1250,0.0480890972,0.0140595131,0.017676996
1251,0.0419250341,0.0141126663,0.0176770795
1252,0.046355255,0.0150070234,0.0162179307
1253,0.0376590176,0.0168300092,0.0127082407
1254,0.0376843016,0.0178230624,0.0114245122
1255,0.0428705986,0.0179256105,0.0109315336
1256,0.0286286509,0.0234291239,0.004675422
1257,0.032037576,0.0186566137,0.0157923389
1258,0.0245448897,0.0209448948,0.0045336856
1259,0.026463029,0.0214928107,0.0064037508
1260,0.0260621967,0.0209725274,0.0073302837
1261,0.0254256325,0.0211904337,0.0068858219
1262,0.0292941003,0.0219127813,0.0058341378
1263,0.0257392874,0.0230767853,0.0046108313
