,err_angle,err_dist,err_predict,y
0,0.0,0.0,0.0,0
1,0.239582140885,0.00114976729623,0.00184498570608,0
2,0.145777742293,0.000590487244323,0.000723343730993,0
3,0.0982670101689,0.000106678998532,0.000502618852655,0
4,0.297707959536,0.00149680923576,0.00161558764042,0
5,0.274532538539,0.00190703389665,0.00255165756351,0
6,0.294495175711,0.00270908917139,0.00342122424406,0
7,0.179996062523,0.00045539022523,0.00254516318375,0
8,0.0148701923438,0.000298200919959,6.57436701049e-05,0
9,0.201704916192,0.00252393443604,0.00244413660029,0
10,0.710095682241,0.00159834084508,0.00331173183387,0
11,0.216116691429,0.000928891195496,0.00185640735619,0
12,0.217548229582,0.00066787459608,0.00110747704386,0
13,0.177549269094,0.00153977825704,0.00138469605287,0
14,0.181031938584,0.00107601962934,0.0014332992285,0
15,0.321825839298,0.00185713705663,0.00242731935707,0
16,0.18352195942,0.00109948205499,0.00170706549415,0
17,0.314820823131,0.00173917759924,0.00231790246392,0
18,0.314015766198,0.00231617929211,0.00332083069714,0
19,0.271320223972,0.00177997361552,0.00304678133455,0
20,0.0431745047922,0.000329875927445,0.0012802296813,0
21,0.170242021092,0.00211904503931,0.00195483936525,0
22,0.191720446442,0.00196513099958,0.00237303529518,0
23,0.349430521197,0.000710662006376,0.00240789997664,0
24,0.349446652427,0.00074028127829,0.00130175797749,0
25,0.280508257022,0.000188701536863,0.000787203715079,0
26,0.308739427279,0.00221444947256,0.00227701169751,0
27,0.739761596357,0.00248241631847,0.00333082939774,0
28,0.149942889114,0.000571641863798,0.00225298650198,0
29,0.0132374827521,0.000325857960244,0.00032260666626,0
30,0.13085272683,0.000332229927797,0.000262959292542,0
31,0.526439941115,0.000966960788213,0.00131918443867,0
32,0.066464887159,0.000510521396449,0.000542711403534,0
33,0.12557156093,0.00142703756624,0.00114149837994,0
34,0.338805040928,0.00174437718115,0.00284587021725,0
35,0.249425489952,0.00364871554895,0.0040088463102,0
36,0.160991622613,0.00180857736113,0.00302551521276,0
37,0.310814154773,0.00294597080805,0.00392951924555,0
38,0.0990076773755,0.000364259636825,0.00259553704656,0
39,0.292389884952,0.00203152168664,0.00215383670427,0
40,0.18527190798,0.00280535798199,0.00269761816483,0
41,0.355425727302,0.000343342745372,0.00290990213899,0
42,0.195780936442,0.00257012206954,0.00247809953117,0
43,0.309975175697,0.00105238073454,0.00299272672924,0
44,0.189094851842,0.00139287992335,0.00137201749114,0
45,0.314914524647,0.0034444490627,0.00412671267517,0
46,0.193188910998,0.00242838176326,0.00346746362688,0
47,0.212932833947,0.00171175179215,0.00258196847123,0
48,0.46317195726,0.000847765869162,0.00244079450491,0
49,0.675496093977,0.0019135061055,0.00240195348463,0
50,0.233028075831,0.00184381856402,0.00247920611495,0
